customer_id,retention_action,urgency,recommended_discount,specific_action
CUST_001551,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001552,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001553,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001554,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001555,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001556,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001557,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001558,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001559,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001560,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001561,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001562,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001563,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001564,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001565,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001566,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001567,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001568,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001569,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001570,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001571,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001572,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001573,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001574,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001575,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001576,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001577,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001578,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001579,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001580,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001581,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001582,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001583,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001584,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001585,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001586,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001587,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_001588,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001589,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001590,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001591,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001592,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001593,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001594,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001595,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001596,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001597,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001598,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001599,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001600,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001601,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001602,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001603,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001604,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001605,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001606,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001607,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001608,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001609,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001610,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001611,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001612,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001613,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001614,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001615,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001616,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001617,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001618,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001619,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001620,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001621,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001622,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001623,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001624,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001625,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001626,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001627,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001628,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001629,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001630,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001631,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001632,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001633,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001634,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001635,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001636,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001637,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001638,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001639,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001640,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001641,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001642,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001643,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001644,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001645,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001646,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001647,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001648,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001649,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001650,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001651,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001652,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001653,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001654,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001655,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001656,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001657,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001658,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001659,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001660,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001661,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001662,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001663,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001664,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001665,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001666,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001667,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001668,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001669,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_001670,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001671,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001672,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001673,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001674,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001675,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001676,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001677,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001678,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001679,Targeted Engagement Email,High,10,Send targeted email with usage tips
CUST_001680,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001681,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001682,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001683,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001684,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001685,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001686,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001687,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001688,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001689,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001690,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001691,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001692,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001693,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001694,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001695,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001696,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001697,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001698,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001699,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001700,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001701,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001702,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001703,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001704,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001705,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001706,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001707,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001708,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001709,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001710,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001711,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001712,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001713,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001714,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001715,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001716,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001717,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001718,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001719,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001720,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001721,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001722,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001723,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001724,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
